headline,date,doc_type,material_type,section,keywords,word_count
"Shy Raccoons Are Better Learners Than Bold Ones, Study Finds",2022-09-22,article,News,Science,"['Raccoons', 'Animal Behavior', 'Animal Cognition', 'Shyness', 'Animals', 'Urban Areas', 'Research', 'your-feed-science', 'your-feed-animals']",1192
Your Thursday Evening Briefing,2022-09-22,article,briefing,Briefing,[],1323
‘Woman! Life! Freedom!’: Videos Show Widespread Protests in Iran,2022-09-22,multimedia,Video,World,"['Demonstrations, Protests and Riots', 'Muslim Veiling', ""Women's Rights"", 'Deaths (Fatalities)']",0
A.C.L.U. Says Immigration Detention Facility Should Be Shut Down,2022-09-22,article,News,U.S.,"['Immigration Detention', 'Asylum, Right of', 'Immigration and Emigration']",1018
4 Takeaways From the Sandy Hook Damages Trial of Alex Jones,2022-09-22,article,News,U.S.,"['Newtown, Conn, Shooting (2012)', 'Suits and Litigation (Civil)', 'Compensation for Damages (Law)']",1059
Man Who Patted Giuliani’s Back Is Set to Have Assault Charge Dismissed,2022-09-22,article,News,New York,"['Assaults', 'Suits and Litigation (Civil)', 'Supermarkets and Grocery Stores']",683
"Federer and Nadal Were the Best of Rivals. In the End, They’ll Be Partners.",2022-09-22,article,News,Sports,['Tennis'],1257
"House Passes Police Funding Bills, With Democratic Rifts on Vivid Display",2022-09-22,article,News,U.S.,"['Police', 'Law and Legislation', 'Midterm Elections (2022)', 'United States Politics and Government']",1313
‘Lou’ Review: Unfinished Business,2022-09-22,article,Review,Movies,['Movies'],296
Secretary of State Races Turn Rowdy During the Homestretch,2022-09-22,article,News,U.S.,"['United States Politics and Government', 'internal-sub-only-nl', 'Midterm Elections (2022)', 'Voting Rights, Registration and Requirements']",1541
California Regents Hear Out Pac-12 on Whether to Block U.C.L.A.’s Move to Big Ten,2022-09-22,article,News,Sports,"['Colleges and Universities', 'College Athletics', 'Football (College)']",1382
Ukraine War Comes Home to Russians as Putin Imposes Draft,2022-09-22,article,News,World,"['Russian Invasion of Ukraine (2022)', 'Draft and Recruitment (Military)', 'Defense and Military Forces', 'Polls and Public Opinion', 'Demonstrations, Protests and Riots', 'Human Rights and Human Rights Violations']",1468
Trump Claims He Declassified Documents. Why Don’t His Lawyers Say So in Court?,2022-09-22,article,News,U.S.,"['Classified Information and State Secrets', 'Search and Seizure', 'United States Politics and Government', 'Legal Profession']",1446
"‘I’m Done Saying I’m Sorry,’ Alex Jones Tells Sandy Hook Families in Court",2022-09-22,article,News,U.S.,"['Newtown, Conn, Shooting (2012)', 'Suits and Litigation (Civil)', 'Libel and Slander', 'Cyberharassment', 'Conspiracy Theories', 'Compensation for Damages (Law)']",680
"War, Inflation and Squandered Credibility",2022-09-22,article,Op-Ed,Opinion,"['United States Economy', 'Inflation (Economics)', 'Recession and Depression', 'Interest Rates', 'Russian Invasion of Ukraine (2022)', 'Defense and Military Forces', 'Draft and Recruitment (Military)', 'Economic Conditions and Trends', 'International Relations']",885
"Banned Books, Censored Topics: Teaching About the Battle Over What Students Should Learn",2022-09-22,article,News,The Learning Network,[],3059
Why New York Is Resorting to Tents to House Surge of Migrants,2022-09-22,article,News,New York,"['Homeless Persons', 'Mayors', 'Asylum, Right of', 'Immigration and Emigration']",1075
"As Trump’s Legal Woes Mount, So Do Financial Pressures on Him",2022-09-22,article,News,U.S.,"['Special Purpose Acquisition Companies (SPAC)', 'Mergers, Acquisitions and Divestitures', 'Fines (Penalties)', 'Suits and Litigation (Civil)', 'Political Action Committees', 'Storming of the US Capitol (Jan, 2021)', 'United States Politics and Government']",1681
Officials Hopeful That Monkeypox Can Be Eliminated in the U.S.,2022-09-22,article,News,U.S.,"['Monkeypox', 'Disease Rates', 'Vaccination and Immunization', 'United States Politics and Government']",834
Texas Prosecutor Loses Attempt to Spare a Murderer From Execution,2022-09-22,article,News,U.S.,"['Capital Punishment', 'Murders, Attempted Murders and Homicides', 'Decisions and Verdicts']",544
How to Exercise Safely as It Gets Colder and Darker,2022-09-23,article,News,Well,"['Exercise', 'Winter (Season)', 'Weather', 'Cold and Cold Spells', 'FROSTBITE']",1333
Opening Paul Allen’s Treasure Chest,2022-09-23,article,News,Arts,"['Art', 'Auctions', 'Philanthropy']",1896
Read the Pac-12 Letter to the University of California Regents,2022-09-23,multimedia,Interactive Feature,Sports,[],0
Jury Rules Against Project Veritas in Lawsuit,2022-09-23,article,News,U.S.,"['Suits and Litigation (Civil)', 'Presidential Election of 2016', 'United States Politics and Government', 'Decisions and Verdicts', 'Wiretapping and Other Eavesdropping Devices and Methods', 'Frauds and Swindling']",889
"Companies Fined $325,000 for Selling Pesticide to Fight Coronavirus, E.P.A. Says",2022-09-23,article,News,U.S.,"['Coronavirus (2019-nCoV)', 'Pesticides', 'Fines (Penalties)', 'Frauds and Swindling', 'Consumer Protection']",466
Celtics Coach Ime Udoka Suspended for 2022-23 Season,2022-09-23,article,News,Sports,"['Basketball', 'Coaches and Managers', 'Workplace Hazards and Violations']",605
A Nod to Folklore,2022-09-23,article,News,Crosswords & Games,['Crossword Puzzles'],814
"Kwame Alexander’s New Book About Slavery Focuses on Africa, Not America",2022-09-23,article,Review,Books,"['Books and Literature', 'Children and Childhood', 'genre-books-childrens']",684
Passenger Charged With Punching Flight Attendant,2022-09-23,article,News,U.S.,"['AIRLINES AND AIRPLANES', 'Flight Attendants', 'Assaults']",628
Variety: Acrostic,2022-09-23,article,News,Crosswords & Games,['Acrostic Puzzles'],289
Bermuda Braces for Hurricane Fiona,2022-09-23,multimedia,Video,World,"['Hurricane Fiona (2022)', 'Hurricanes and Tropical Storms', 'Wind']",0
Swashbuckling Nautical Adventure Meets the 18th-Century Slave Trade,2022-09-23,article,Review,Books,"['Books and Literature', 'Children and Childhood', 'genre-books-childrens']",637
Finding Love in Fits and Starts,2022-09-23,article,News,Style,['Weddings and Engagements'],783
"At the Barbershop, a Meet-Cute Mid Cut",2022-09-23,article,News,Style,['Weddings and Engagements'],766
Finally the Right Time for a Second Chance,2022-09-23,article,News,Style,['Weddings and Engagements'],654
"When He Stocked Her Fridge, Her Heart Was Full",2022-09-23,article,News,Style,['Weddings and Engagements'],730
Returning the Ring Only to Receive It Again,2022-09-23,article,News,Style,['Weddings and Engagements'],732
Why Is My Husband Marrying Her?,2022-09-23,article,News,Style,"['Love (Emotion)', 'Dating and Relationships']",1519
"For Two College Students, Finally a Place (and a Person) to Call Home",2022-09-23,article,News,Style,['Weddings and Engagements'],1833
Quotation of the Day: Mississippi Says Millions In Funding for the Needy Was Misused by the Rich,2022-09-23,article,Quote,Today’s Paper,[],54
"Corrections: Sept. 23, 2022",2022-09-23,article,News,Corrections,[],183
What to Expect as New York Faces a Potential Fiscal Crisis,2022-09-23,article,News,New York,"['Classical Music', 'Mayors', 'Budgets and Budgeting']",1528
Apple to Sponsor the Super Bowl Halftime Show,2022-09-23,article,News,Technology,"['Super Bowl', 'Football', 'Computers and the Internet', 'Music', 'Television', 'Video Recordings, Downloads and Streaming', 'Advertising and Marketing']",1058
Your Friday Briefing,2022-09-23,article,briefing,Briefing,[],1338
My Family Knows That Putin Will Get Whatever Result He Wants,2022-09-23,article,Op-Ed,Opinion,"['Russian Invasion of Ukraine (2022)', 'Referendums']",930
"In Melbourne, a Sky-High Drama Takes Hold",2022-09-23,article,News,World,['Falcons'],975
Major Covid Holdouts in Asia Drop Border Restrictions,2022-09-23,article,News,World,"['Travel and Vacations', 'Coronavirus (2019-nCoV)', 'Coronavirus Reopenings']",1374
Jimmy Kimmel Jeers at Trump for Claiming to Declassify Documents With His Mind,2022-09-23,article,News,Arts,"['Television', 'internal-sub-only']",489
Word of the Day: cajole,2022-09-23,article,News,The Learning Network,[],384
Supreme Court Says Alabama Can Kill Prisoner With Method He Fears,2022-09-23,article,News,U.S.,"['Capital Punishment', 'Decisions and Verdicts']",1125
Bookshelf,2022-09-23,article,News,The Learning Network,[],95
Spelling Bee Forum,2022-09-23,article,News,Crosswords & Games,[],165
"Winter is coming, windows are shattered, and Ukraine is running short on glass.",2022-09-23,article,News,World,[],260
Dressing for the Age of Anxiety,2022-09-23,article,News,Style,"['Fashion and Apparel', 'Milan Fashion Week', 'your-feed-fashion']",776
Spain Women’s Soccer Stars Refuse to Play in Dispute Over Coach,2022-09-23,article,News,Sports,"['Soccer', 'Coaches and Managers', ""Women's World Cup (Soccer)""]",788
"In Myanmar, Grief and Fury After an Attack on a School",2022-09-23,article,News,World,"[""Coups D'Etat and Attempted Coups D'Etat"", 'War Crimes, Genocide and Crimes Against Humanity']",1071
Why Bisexual Adults Report Higher Rates of Mental Distress,2022-09-23,multimedia,Interactive Feature,Well,[],0
5 Things to Do This Weekend,2022-09-23,multimedia,Interactive Feature,Arts,"['Museums', 'Movies', 'Art', 'Dancing', 'Theater', 'Culture (Arts)']",0
What Role Do Trees Play in Your Neighborhood?,2022-09-23,article,News,The Learning Network,[],213
Why Russia Is Losing Steam and Ukraine Is Gaining Ground,2022-09-23,article,Op-Ed,Opinion,"['audio-neutral-informative', 'Russian Invasion of Ukraine (2022)', 'Defense and Military Forces', 'Politics and Government']",418
"Taller Towers, Fewer Homes",2022-09-23,article,News,Real Estate,"['Zoning', 'Real Estate and Housing (Residential)', 'Affordable Housing', 'Condominiums', 'Land Use Policies', 'Buildings (Structures)', 'Renting and Leasing (Real Estate)']",1940
The Wrong Trump Judge at the Right Time Can Wreak Havoc,2022-09-23,article,Op-Ed,Opinion,"['Federal Courts (US)', 'Freedom of Speech and Expression', 'United States Politics and Government', 'Conservatism (US Politics)', 'Constitution (US)', 'First Amendment (US Constitution)', 'Classified Information and State Secrets']",1252
How Much Would You Pay to Hear Great Music?,2022-09-23,article,News,Arts,"['Box Office Sales', 'Prices (Fares, Fees and Rates)', 'Classical Music', 'Theater', 'Finances', 'Mostly Mozart Festival']",1476
We Document Human Rights Violations. Israel Wants to Silence Us.,2022-09-23,article,Op-Ed,Opinion,"['Palestinians', 'Human Rights and Human Rights Violations']",963
Judge Just Misses Record-Tying Homer as Yankees Clinch Playoff Spot,2022-09-23,article,News,Sports,['Baseball'],1032
What We Will Miss Most About Roger Federer,2022-09-23,article,Op-Ed,Opinion,"['Tennis', 'Content Type: Personal Profile']",804
Does the Democratic Party Want Swagger? Or Does It Want Michelle Wu?,2022-09-23,article,News,New York,"['Mayors', 'internal-sub-only', 'Urban Areas', 'Area Planning and Renewal', 'Local Government', 'Politics and Government']",1048
I Don’t Need My Life to Be Remarkable,2022-09-23,article,Op-Ed,Opinion,"['Families and Family Life', 'Children and Childhood', 'Happiness']",1343
7 Audiobooks to Listen to Now,2022-09-23,article,Review,Books,['genre-books-audiobooks'],1044
Why New Yorkers Still ❤️ Film,2022-09-23,article,News,New York,"['Movies', 'Careers and Professions', 'Theaters (Buildings)']",1741
Biden Has Helped the Quiet Revolution of Giving People Money,2022-09-23,article,Op-Ed,Opinion,"['Welfare (US)', 'Child Tax Credits and Stipends', 'American Rescue Plan (2021)', 'Poverty', 'United States Economy', 'United States Politics and Government']",1719
Zeldin Sees a Path to Becoming Governor. It Runs Through Brooklyn.,2022-09-23,article,News,New York,"['Elections, Governors', 'Politics and Government', 'Jews and Judaism', 'Asian-Americans', 'Hasidism']",1577
Democratic-Allied Group Pours $60 Million Into State Legislative Races,2022-09-23,article,News,U.S.,"['Campaign Finance', 'Elections, State Legislature', 'Midterm Elections (2022)', 'States (US)']",987
Where Online Hate Speech Can Bring the Police to Your Door,2022-09-23,article,News,Technology,"['Hate Speech', 'Rumors and Misinformation', 'Cyberharassment', 'Social Media', 'Computers and the Internet', 'Freedom of Speech and Expression', 'Politics and Government', 'Search and Seizure', 'Censorship', 'Privacy']",2741
"In Vienna, Taking to the Hills for Wine",2022-09-23,article,News,Travel,"['Wines', 'Travel and Vacations', 'Autumn (Season)', 'Hikes and Hiking', 'Food']",1633
"Alone in a New World With Vast Open Space, and Sheep",2022-09-23,article,News,U.S.,"['Foreign Workers', 'Migrant Labor (Agriculture)', 'Immigration and Emigration', 'Citizenship and Naturalization', 'Lamb', 'audio-neutral-immersive', 'audio-neutral-informative']",1809
The Most Dominant Toxic Election Narratives Online,2022-09-23,article,News,Technology,"['Midterm Elections (2022)', 'Voter Fraud (Election Fraud)', 'Rumors and Misinformation', 'Social Media', 'Right-Wing Extremism and Alt-Right', 'United States Politics and Government', 'Project Democracy']",1210
The World Got Diamonds. A Mining Town Got Buried in Sludge.,2022-09-23,article,News,U.S.,"['Diamonds', 'Mines and Mining', 'Waste Materials and Disposal', 'Accidents and Safety', 'Deaths (Fatalities)', 'Levees and Dams']",1658
"The New York Times News Quiz, September 23, 2022",2022-09-23,multimedia,Interactive Feature,Briefing,[],0
U.K. Government Goes Full Tilt on Tax Cuts and Free-Market Economics,2022-09-23,article,News,World,"['Economic Conditions and Trends', 'Politics and Government', 'Regulation and Deregulation of Industry', 'British Pound (Currency)', 'Taxation']",1378
The Pastors Being Driven Out by Trumpism,2022-09-23,article,News,Podcasts,"['Evangelical Movement', 'Right-Wing Extremism and Alt-Right', 'Conservatism (US Politics)', 'audio-neutral-informative']",325
A Shift in Crime,2022-09-23,article,briefing,Briefing,"['internal-storyline-no', 'Murders, Attempted Murders and Homicides', 'Crime and Criminals', 'Law and Legislation', 'Robberies and Thefts']",1687
"Hilary Mantel, Prize-Winning Author of Historical Fiction, Dies at 70",2022-09-23,article,Obituary (Obit),Books,"['Deaths (Obituaries)', 'Writing and Writers', 'Books and Literature']",1618
"When Whales Are Stranded, a Race Against Time Begins",2022-09-23,article,News,World,"['Whales and Whaling', 'Wildlife Die-Offs', 'Oceans and Seas']",950
U.N. experts find that war crimes have been committed in Ukraine.,2022-09-23,article,News,World,[],647
A Sprawling Connecticut Estate Embraces the Wild,2022-09-23,article,News,T Magazine,"['Flowers and Plants', 'Design', 'Trees and Shrubs', 'Forests and Forestry', 'Gardens and Gardening']",1836
The referendums are taking place in areas from which large numbers of people have fled.,2022-09-23,article,News,World,[],364
Giorgia Meloni Could Be the First Woman to Lead Italy. Not All Women Are Happy.,2022-09-23,article,News,World,"['Politics and Government', 'Elections', ""Women's Rights"", 'Women and Girls', 'Discrimination', 'Work-Life Balance', 'Abortion', 'Child Care']",1523
